Marka,Model,Değerlendirme Sayısı,Soru-Cevap Sayısı,Değerlendirme Puanı,Fiyat,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Çözünürlük,Ekran Yenileme Hızı,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Cihaz Ağırlığı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Çözünürlük Standartı,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,Garanti Tipi,Bağlantılar,Ekran Kartı Bellek Tipi,Temel İşlemci Hızı (GHz),Klavye,Maksimum İşlemci Hızı (GHz),Garanti Süresi,Renk,Kapasite,İşlemci Frekansı,Power Supply,Optik Sürücü Tipi,HDMI,Okula Dönüş,Beden,Şarjlı Kullanım Süresi,Ekran Kartı Gücü,Soket Tipi
Apple,Macbook Pro M3 Pro 18c Gpu 18gb 512gb Ssd 16 Inç Uzay Siyah Mrw13tu/a,9,25,4.6,92.999 TL,512 GB,18 GB,,,16 inç,Dahili,12+,,,Birleşik Bellek,,Paylaşımlı,Mac Os,Dahili,USB-C,2 kg ve altı,3024 x 1964,Retina,M3,,,,,Apple Türkiye Garantili,Q Türkçe (Aydınlatmalı),120 Hz,2 Yıl,HDD Yok,Ofis - İş,M3,3. Nesil,Yok,Siyah,,,,,,6 Saat ve Üstü,,
CASPER,Nirvana X600.1255-BV00X-G-F Intel Core i7-1255U 16GB RAM 500GB NVME SSD Freedos,4,1,4.5,20.999 TL,500 GB,16 GB,,Intel Core i7,"15,6 inç",Dahili,12+,,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,,Yok,IPS,,Casper Türkiye Garantili,Q Türkçe,60 Hz,2 Yıl,HDD Yok,Ofis - İş,1255U,12. Nesil,Yok,Gri,,,,,,,,
TURBOX,Tx1717 I5 3470 16gb Ram 256gb Ssd Masaüstü Ofis Bilgisayarı,48,135,4.1,3.699 TL,256 GB,16 GB,256 GB,Intel Core i5,,Dahili,4,,3.00 GHz üstü,DDR3,,,Free Dos,Dahili,VGA - HDMI,,,,Intel Iris Graphics,3.2,Yok,,Var,Resmi Distribütör Garantili,Yok,,2 Yıl,HDD Yok,,3470,3. Nesil,,Çok Renkli,,,,,,,,
ASUS,"Intel Celeron N4020 16GB 512GB SSD FHD 15.6"" 60hz Windows 11 Home X515MA-EJ679WT9",2,22,5.0,11.999 TL,512 GB,16 GB,,Intel Celeron,"15,6 inç",Dahili,2,,,DDR4,,Paylaşımlı,Free Dos,Dahili,Wi-Fi,2 kg ve altı,1920 x 1080,Full HD (FHD),Intel UHD Graphics,1.1,Yok,TN,,Asus Türkiye Garantili,Q Türkçe (Aydınlatmasız),60 Hz,2 Yıl,HDD Yok,Ev - Okul,N4020,Belirtilmemiş,Yok,Gri,2.8,,,,,,,
LENOVO,IP1 82R3007STX-03 R5-5500U 16GB 1TB SSD 14'' FreeDos,2,10,5.0,16.999 TL,1 TB,16 GB,,AMD Ryzen 5,14 inç,Dahili,6,,,DDR4,,Paylaşımlı,Free Dos,Dahili,Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),AMD Radeon Graphics,,,TN,,Lenovo Türkiye Garantili,Q Türkçe,Belirtilmemiş,2 Yıl,HDD Yok,Ev - Okul,5500U,5. Nesil,Yok,Gri,,,,,,,,
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 8-core GPU, 8GB, 256GB SSD - Space Grey",11,14,5.0,41.899 TL,256 GB,8 GB,,,"13,6 inç",Dahili,8,,,LPDDR5,,Paylaşımlı,Mac Os,Belirtilmemiş,USB-C,2 kg ve altı,2560 x 1664,QHD,M3,,,,,Apple Türkiye Garantili,Q Türkçe,Belirtilmemiş,2 Yıl,HDD Yok,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Yok,Gri,,,,,,,,
Apple,"15-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU, 8GB, 512GB SSD - Silver",1,3,5.0,62.559 TL,512 GB,8 GB,,,"15,4 inç",Dahili,8,,,LPDDR5,,Paylaşımlı,Mac Os,Belirtilmemiş,USB-C,2 kg ve altı,2880 x 1620,QHD,M3,,,,,Apple Türkiye Garantili,Q Türkçe,Belirtilmemiş,2 Yıl,HDD Yok,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Yok,Gümüş,,,,,,,,
CASPER,Excalibur G870.1270-BVA0X-B i7-12700H 16GB RAM 500 GB NVME SSD GEN4 6GB RTX4050 DOS GAMING LAPTOP,2,1,4.5,37.699 TL,500 GB,16 GB,,Intel Core i7,"15,6 inç",Harici,8,64 GB,,DDR4,,6 GB,Free Dos,GDDR6,Bluetooth,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4050,Belirtilmemiş,,IPS,,Casper Türkiye Garantili,Q Türkçe + Numerik (RGB Aydınlatmalı),144 Hz,2 Yıl,HDD Yok,Oyun,12700H,12. Nesil,Yok,Gri,4.7,,,,,,,
IZOLY,"P506 Htm I5-10400 16gb 1tb 24"" Fhd Webcam Pivot All In One Bilgisayar",2,2,5.0,"18.327,33 TL",1 TB,16 GB,Yok,Intel Core i5,24 inç,Dahili,6,32 GB,2.50 GHz - 3.00 GHz,DDR4,180 - 250 W,Paylaşımlı,Free Dos,Dahili,VGA - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Intel HD Graphics,2.9,Yok,VA,Var,İzoly Türkiye Garantisi,Q Türkçe,60 Hz,2 Yıl,HDD Yok,Ofis - İş,10400,10. Nesil,,Beyaz,,,,LGA 1200,,,,
Zeiron,"Xforce P40 I5-3470 16gb 120gb+500gb 4gb Gt730 23.8"" Oyuncu Masaüstü Bilgisayar",66,426,4.5,10.248 TL,120 GB,16 GB,500 GB,Intel Core i5,"24"" / 61 Ekran",Harici,4,16 GB,3.00 GHz üstü,,350 - 500 W,,Free Dos,DDR3,HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce GT 730,3.2,Yok,IPS,Var,Resmi Distribütör Garantili,RGB,,,,Ev - Okul,İ5-3470,3. Nesil,,Siyah,,,,,,,,
TURBOX,Tx60 i5 650 Turbo 3.46GHz 8GB Ram 256GB SSD Masaüstü Ofis Pc Bilgisayarı,34,191,4.1,4.999 TL,256 GB,8 GB,8 GB,Intel Core i5,,Dahili,2,8 GB,,DDR3,250 - 350 W,Paylaşımlı,Free Dos,DDR,,,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,3.2,Yok,,,Resmi Distribütör Garantili,Yok,,2 Yıl,HDD Yok,Ofis - İş,İ5-650,1. Nesil,,Turuncu,,,,,,,,
LENOVO,V15 G4 Intel Core I7 1355u 16gb 256gb Ssd Freedos 15.6'' Fhd Bilgisayar 83a1003ntx,1,9,5.0,21.999 TL,256 GB,16 GB,,Intel Core i7,"15,6 inç",Harici,10,8 GB,,DDR4,,Paylaşımlı,Free Dos,Dahili,Bluetooth - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Intel XE Graphics,,Yok,,,Resmi Distribütör Garantili,Q Türkçe (Aydınlatmasız),60 Hz,2 Yıl,HDD Yok,Ofis - İş,1355U,13. Nesil,Yok,Siyah,,,,,,,,
Apple,Macbook Pro M3 Pro 36gb 512gb Ssd 16 Inç Gümüş Mrw63tu/a,3,4,3.3,119.799 TL,512 GB,36 GB,,,16 inç,Dahili,12+,,,Birleşik Bellek,,Paylaşımlı,Mac Os,Dahili,USB-C,2 kg ve altı,3024 x 1964,Retina,M3,,,,,Apple Türkiye Garantili,Q Türkçe (Aydınlatmalı),120 Hz,2 Yıl,HDD Yok,Ofis - İş,M3,3. Nesil,Yok,Gümüş,,,,,,6 Saat ve Üstü,,
ASUS,Tuf Gaming F15 Fx506hc-hn431w Intel Core I5-11400h 8gb Ddr4 512gb M2 Ssd Nvidia Geforce Rtx3050,1,15,5.0,31.999 TL,512 GB,8 GB,,Intel Core i5,"15,6 inç",Dahili,1,,,Belirtilmemiş,,Paylaşımlı,Windows,Belirtilmemiş,Bluetooth - USB,Belirtilmemiş,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 3050,,,VA,,Asus Türkiye Garantili,Q Türkçe,Belirtilmemiş,2 Yıl,HDD Yok,Oyun,11400H,Belirtilmemiş,Yok,Renkli,,,,,,,,
Apple,"Macbook Pro M3 14"" Uzay Gri 8gb 512GB Ssd MTL73TU/A",16,28,4.9,59.299 TL,512 GB,8 GB,,,14 inç,Dahili,8,,,Birleşik Bellek,,Paylaşımlı,Mac Os,Dahili,USB-C,2 kg ve altı,3024 x 1964,Retina,M3,,,,,Apple Türkiye Garantili,Q Türkçe (Aydınlatmalı),120 Hz,2 Yıl,HDD Yok,Ofis - İş,M3,3. Nesil,Yok,Gri,,,,,,6 Saat ve Üstü,,
HP,Victus 16-R1063NT 9J265EA i5-14500HX 16GB RAM 1TB SSD 6GB RTX4050 16.1'' FHD 144Hz FreeDOS Mavi,1,3,5.0,40.999 TL,1 TB,16 GB,,Intel Core i5,"16,1 inç",Harici,14,,,DDR5,,6 GB,Free Dos,Belirtilmemiş,Bluetooth - HDMI,Belirtilmemiş,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4050,,,IPS,,HP Türkiye Garantili,Q Türkçe,144 Hz,2 Yıl,HDD Yok,Oyun,14500HX,14. Nesil,Yok,Mavi,,,,,,,,
MONSTER,"Abra A5 V20.4.6 Intel Core i5 12450H 8 GB RAM 500 GB SSD 6 GB RTX 4050 FreeDos 15,6"" FHD 144 Hz",2,10,5.0,33.499 TL,500 GB,8 GB,,Intel Core i5,"15,6 inç",Harici,8,32 GB,,DDR4,,6 GB,Free Dos,GDDR6,USB - Bluetooth - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4050,2,,IPS,,Monster Türkiye Garantili,Q Türkçe + Numerik (Aydınlatmalı),144 Hz,2 Yıl,HDD Yok,Oyun,12450H,12. Nesil,Yok,Siyah,4.4,,,,,3 Saat ve Altı,,105W
LENOVO,"Loq 15ırx9 Intel Core I7 13650hx 8gb 512gb Ssd Rtx 3050 6gb (95W) 15.6"" 144hz Fhd Fdos 83dv00g5tr",1,3,5.0,,512 GB,8 GB,,Intel Core i7,"15,6 inç",Harici,14,32 GB,,DDR5,,6 GB,Free Dos,GDDR6,USB - Bluetooth - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 3050,2.6,Yok,IPS,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmalı),144 Hz,2 Yıl,HDD Yok,Oyun,13650HX,13. Nesil,Yok,Çok Renkli,4.9,,,,,,,
HP,Victus 16-S1003NT A05N7EA AMD RYZEN 7 8840H 32GB RAM 1TB SSD 8GB RTX4070 16.1'' FHD 144Hz FreeDOS,2,1,4.5,57.999 TL,1 TB,32 GB,,AMD Ryzen 7,"16,1 inç",Harici,8,32 GB,,DDR5,,8 GB,Free Dos,GDDR6,Bluetooth - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4070,,,IPS,,HP Türkiye Garantili,Q Türkçe (Aydınlatmasız),144 Hz,2 Yıl,HDD Yok,Oyun,8840H,8. Nesil,Yok,Siyah,,,,,,,,
Zeiron,"Tsx99 Ryzen 5 3600 32GB DDR4 Ram 512GB SSD RX580 8GB 256Bit 23.8"" 165Hz Oyuncu Masaüstü Bilgisayar",37,76,4.5,,512 GB,32 GB,512 GB,AMD Ryzen 5,"24"" / 61 Ekran",Harici,6,64 GB,3.00 GHz üstü,DDR4,500 W ve üstü,8 GB,Free Dos,GDDR5,Wi-Fi,4 kg ve üzeri,,Full HD (FHD),AMD Radeon RX 580,3.6,Yok,VA,Var,Zeiron Türkiye Garantili,RGB,165 Hz,2 Yıl,HDD Yok,,,,,,,,,,,,,
LENOVO,"Ideapad 1 15ALC7 AMD Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6"" FHD 82R4006GTR",24,45,4.8,16.699 TL,512 GB,16 GB,,AMD Ryzen 7,"15,6 inç",Dahili,8,16 GB,,DDR4,,Paylaşımlı,Free Dos,Dahili,Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),AMD Radeon Graphics,1.8,,TN,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmasız),60 Hz,2 Yıl,HDD Yok,Ofis - İş,5700U,5. Nesil,Yok,Gri,4.3,,,,,4-6 Saat,,
LENOVO,"YOGA 6 13ABR8 RYZEN 5 7530U 16GB 512 GB SSD 13.3"" FREEDOS DOKUNMATİK 83B2008FTX",1,21,5.0,31.999 TL,512 GB,16 GB,,AMD Ryzen 5,"13,3 inç",Dahili,6,,,LPDDR4X,,Paylaşımlı,Free Dos,Dahili,HDMI - USB,2 kg ve altı,1920 x 1200,WUXGA,AMD Radeon Graphics,,Yok,IPS,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmalı),Belirtilmemiş,3 Yıl,HDD Yok,Ofis - İş,7530U,7. Nesil,Var,Mavi,4.5,,,,,6 Saat ve Üstü,,
ASUS,"X515ea-ej1318-8gb Intel Core I5-1135g7 8 Gb 256g Ssd Freedos 15.6"" Fhd",1,1,4.0,15.499 TL,256 GB,8 GB,,Intel Core i5,"15,6 inç",Dahili,4,,,DDR4,,Paylaşımlı,Free Dos,Belirtilmemiş,USB,2 - 4 kg,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,,,,,Asus Türkiye Garantili,Q Türkçe,60 Hz,2 Yıl,256 GB,Ofis - İş,1135G7,11. Nesil,Yok,Gümüş,,,,,,,,
ASUS,"VivoBook 15 i7-1355U 16GB 512GB SSD 15.6"" FHD Freedos Taşınabilir Bilgisayar X1504VA-NJ412001",1,4,5.0,30.499 TL,512 GB,16 GB,,Intel Core i7,"15,6 inç",Dahili,10,,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,1.7,Yok,,,Resmi Distribütör Garantili,Q Türkçe,60 Hz,2 Yıl,HDD Yok,Ofis - İş,1355U,13. Nesil,Yok,Gri,,,,,,,,
MONSTER,"Huma H4 V5.2 Intel Core I7-1255u 16 Gb Ram 512 Gb Ssd Freedos 14,1"" Fhd",28,59,4.9,28.479 TL,512 GB,16 GB,,Intel Core i7,"14,1 inç",Dahili,10,64 GB,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,1.7,Yok,IPS,,Monster Türkiye Garantili,Q Türkçe (Aydınlatmalı),60 Hz,2 Yıl,HDD Yok,Ofis - İş,1255U,12. Nesil,Yok,Gümüş,4.7,,,,,4-6 Saat,,
LENOVO,Loq 15arp9 83jc006atrv1 Ryzen 7-7435hs 24gb 512gb Rtx4050 15.6 Inç 144hz Fhd Fdos Gaming Laptop,1,12,5.0,,512 GB,16 GB,,AMD Ryzen 7,"15,6 inç",Harici,8,4 GB,,DDR5,,6 GB,Free Dos,GDDR6,USB - Bluetooth - HDMI,Belirtilmemiş,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4050,,,IPS,,Resmi Distribütör Garantili,Q Türkçe,144 Hz,2 Yıl,HDD Yok,Oyun,Belirtilmemiş,7. Nesil,Yok,Siyah,,,,,,,,
LENOVO,"IdeaPad 3 Intel Core i3-1215U 4GB 256GB SSD DOS 15.6"" Arctic Grey Laptop 82RK00XBTX",94,122,4.4,10.989 TL,256 GB,4 GB,,Intel Core i3,"15,6 inç",Dahili,6,64 GB,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Intel UHD Graphics,,,,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmasız),60 Hz,2 Yıl,HDD Yok,Ev - Okul,1215U,12. Nesil,Yok,Gri,,,,,,,,
Zeiron,"xTreme V2 Ryzen 7 5700X 32GB RAM 1TB M.2 Nvme SSD Gtx1660 6GB 24"" 165Hz Oyuncu Masaüstü Bilgisayar",3,13,5.0,26.594 TL,1 TB,32 GB,1 TB,AMD Ryzen 7,"24"" / 61 Ekran",Harici,8,64 GB,3.00 GHz üstü,DDR4,500 W ve üstü,8 GB,Free Dos,GDDR6,Display Port,4 kg ve üzeri,1920 x 1080,Full HD (FHD),Nvidia GeForce GTX1660 SUPER,3.4,Yok,VA,Var,Zeiron Türkiye Garantili,Yok,165 Hz,2 Yıl,HDD Yok,,,,,,,,,,,,,
LENOVO,"YOGA 6 13ABR8 RYZEN 7 7730U 16GB 512 GB SSD 13.3"" FREEDOS 83B2007ATX Dizüstü Bilgisayar",1,18,5.0,32.999 TL,512 GB,16 GB,,AMD Ryzen 7,"13,3 inç",Dahili,8,,,LPDDR4X,,Paylaşımlı,Free Dos,Dahili,HDMI,2 kg ve altı,1920 x 1200,WUXGA,AMD Radeon Graphics,2,,IPS,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmalı),90 Hz,3 Yıl,HDD Yok,Ofis - İş,7730U,7. Nesil,Var,Mavi,4.5,,,,,,,
Apple,"Macbook Pro M3 14"" Uzay Gri 8gb 1TB Ssd MTL83TU/A",3,9,5.0,65.999 TL,1 TB,8 GB,,,14 inç,Dahili,8,,,Birleşik Bellek,,Paylaşımlı,Mac Os,Dahili,USB-C,2 kg ve altı,3024 x 1964,Retina,M3,,,,,Apple Türkiye Garantili,Q Türkçe (Aydınlatmalı),120 Hz,2 Yıl,HDD Yok,Ofis - İş,M3,3. Nesil,Yok,Gri,,,,,,6 Saat ve Üstü,,
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU, 8GB, 512GB SSD - Silver",6,1,1.7,55.849 TL,512 GB,8 GB,,,"13,6 inç",Dahili,8,,,LPDDR5,,Paylaşımlı,Mac Os,Belirtilmemiş,USB-C,2 kg ve altı,2560 x 1664,QHD,M3,,,,,Apple Türkiye Garantili,Q Türkçe,Belirtilmemiş,2 Yıl,HDD Yok,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Yok,Gümüş,,,,,,,,
MONSTER,"Huma H4 V5.2.10 Black Intel Core I7 1255u 32 Gb Ram 1 Tb Ssd Freedos 14,1"" Fhd",16,26,4.6,30.968 TL,1 TB,32 GB,,Intel Core i7,"14,1 inç",Dahili,10,64 GB,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Intel Iris Graphics,1.7,Yok,IPS,,Monster Türkiye Garantili,Q Türkçe (Aydınlatmalı),60 Hz,2 Yıl,HDD Yok,Ofis - İş,1255U,12. Nesil,Yok,Siyah,4.7,,,,,4-6 Saat,,
CASPER,Excalibur G870.1245-BVB0X-B i5-12450H 16GB RAM 500GB NVMe SSD GEN4 8GB RTX4060 DOS GAMING LAPTOP,27,52,4.8,38.299 TL,500 GB,16 GB,,Intel Core i5,"15,6 inç",Harici,8,128 GB,,DDR4,,8 GB,Free Dos,GDDR6,Bluetooth,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4060,,,IPS,,Casper Türkiye Garantili,Q Türkçe + Numerik (RGB Aydınlatmalı),144 Hz,2 Yıl,HDD Yok,Oyun,12450H,12. Nesil,Yok,Gri,4.4,,,,,,,
ASUS,"VivoBook 16X K3605ZC-N1013W02 i5-12450H 16GB 512SSD RTX3050 16"" FullHD+ W11H Taşınabilir Bilgis",2,14,5.0,,512 GB,16 GB,,Intel Core i5,16 inç,Harici,8,,,DDR4,,4 GB ve altı,Windows,GDDR6,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1200,WUXGA,Nvidia GeForce RTX 3050,,,IPS,,Resmi Distribütör Garantili,Q Türkçe + Numerik (Aydınlatmasız),60 Hz,2 Yıl,HDD Yok,Oyun,12450H,12. Nesil,Yok,Siyah,,,,,,,,
MSI,İNTEL CORE İ7 12700F / 16GB DDR4 / 1 TB 3300-3100 MB /s M2 SSD / RTX4060 GAMING MASAÜSTÜ PC,4,36,5.0,44.999 TL,1 TB,16 GB,Yok,Intel Core i7,,Harici,12+,64 GB,3.00 GHz üstü,DDR4,500 W ve üstü,8 GB,Free Dos,GDDR6,USB,2 - 4 kg,3840 x 2160,Ultra HD 4K (UHD),Nvidia GeForce RTX 4060,2.5,Yok,,Var,Resmi Distribütör Garantili,Yok,300 Hz,2 Yıl,HDD Yok,,,,,,,,,,,,,
CASPER,Excalibur G770.1270-DFJ0X-B i7-12700H 32GB RAM 1TB NVMe SSD GEN4 4GB RTX3050 DOS GAMING LAPTOP,224,271,4.5,35.599 TL,1 TB,32 GB,,Intel Core i7,"15,6 inç",Harici,10,64 GB,,DDR4,,4 GB ve altı,Free Dos,GDDR6,HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 3050,3.5,,IPS,,Casper Türkiye Garantili,Q Türkçe,144 Hz,2 Yıl,HDD Yok,Oyun,12700H,12. Nesil,Yok,Siyah,4.7,,,,,,,
CASPER,Nirvana X600.1235-BV00X-K-F Intel Core i5-1235U 16GB RAM 500GB NVME SSD Gen4 Freedos Kuvars,4,5,5.0,17.199 TL,500 GB,16 GB,,Intel Core i5,"15,6 inç",Dahili,10,,,DDR4,,Paylaşımlı,Free Dos,Dahili,USB - Bluetooth - HDMI,2 kg ve altı,1920 x 1080,Full HD (FHD),Dahili Ekran Kartı,,,,,Casper Türkiye Garantili,Q Türkçe,60 Hz,2 Yıl,HDD Yok,Ofis - İş,1235U,12. Nesil,Yok,Çok Renkli,,,,,,,,
Gamepage,"Pk70 Intel Core I5-650 8gb Ram 256gb Ssd 18,5"" Masaüstü Bilgsayar",4,47,5.0,6.949 TL,256 GB,8 GB,Yok,Intel Core i5,"19"" / 48 Ekran",,4,8 GB,3.00 GHz üstü,,250 - 350 W,Paylaşımlı,Free Dos,Dahili,Wi-Fi,4 kg ve üzeri,1366 x 768,HD Ready (HD),Intel HD Graphics,,Yok,TN,Var,Resmi Distribütör Garantili,Q Türkçe,,2 Yıl,,Ev - Okul,650,1. Nesil,,Siyah,,Evde Eğitim,,,,,,
ACER,"Nitro 5 AN515-58-73BD Intel Core i7 12650H 16GB 512GB SSD RTX4050 Freedos 15.6""FHD NH.QLZEY.008",4,30,4.0,38.999 TL,512 GB,16 GB,,Intel Core i7,"15,6 inç",Dahili,10,8 GB,,DDR5,,6 GB,Free Dos,GDDR6,USB - Bluetooth - HDMI,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 4050,2.3,,VA,,ACER Türkiye Garantili,Q Türkçe + Numerik (Aydınlatmalı),144 Hz,2 Yıl,HDD Yok,Oyun,12650H,12. Nesil,Yok,Siyah,,,,,,4-6 Saat,,
HP,Victus 16-d1048nt I5 12500h 8gb 512gb Ssd Rtx3050 Dos 16.1 Fhd 144 Hz Taşınabilir Bilgisayar,10,69,4.8,29.899 TL,512 GB,8 GB,Yok,Intel Core i5,"16,1 inç",Harici,12+,,,DDR4,,4 GB ve altı,Free Dos,GDDR6,,2 - 4 kg,1920 x 1080,Full HD (FHD),Nvidia GeForce RTX 3050,3.3,,IPS,,Resmi Distribütör Garantili,Q Türkçe,144 Hz,2 Yıl,HDD Yok,Oyun,12500H,12. Nesil,Yok,Siyah,4.5,,,,,,,
RAMTECH,SUPPLEY RYZEN 7 5700X / RTX 4060 8GB / 32GB RAM / 1TB NVME M2 SSD / SIVI SOĞUTMALI OYUNCU Bİ,7,65,5.0,,1 TB,32 GB,32 GB,AMD Ryzen 7,Harici,8,64 GB,3.00 GHz üstü,DDR4,500 W ve üstü,8 GB,Free Dos,DDR4,Wi-Fi,4 kg ve üzeri,Nvidia GeForce RTX 4060,3.4,Yok,Var,Resmi Distribütör Garantili,Yok,2 Yıl,HDD Yok,,,,,,,,,,,,,,,,
Zeiron,"Sp32 Ryzen 5 3600 16gb 1tb Ssd+500gb Gtx1650 23.8"" 165hz Curved Oyuncu Masaüstü Bilgisayar",32,117,4.7,,1 TB,16 GB,500 GB,AMD Ryzen 5,Harici,6,64 GB,3.00 GHz üstü,DDR4,500 W ve üstü,4 GB ve altı,Free Dos,GDDR6,HDMI - DP,4 kg ve üzeri,Nvidia GeForce GTX 1650,3.6,Yok,Var,Zeiron Türkiye Garantili,RGB,2 Yıl,HDD Yok,1920 x 1080,Oyun,Siyah,Full HD (FHD),24 inç,3. Nesil,VA,Yok,165 Hz,3600,AM4,,,,,
ASUS,"TUF Gaming A15 FA506NF-HN004 AMD Ryzen Uyumlu5 7535HS 8GB 512GB SSD RTX2050 Freedos 15.6"" FHD",3,11,5.0,26.999 TL,512 GB,8 GB,,AMD Ryzen 5,Harici,6,16 GB,,DDR5,,4 GB ve altı,Free Dos,GDDR6,USB - Bluetooth - HDMI,2 - 4 kg,Nvidia GeForce RTX 2050,3.3,,,Asus Türkiye Garantili,Q Türkçe,2 Yıl,HDD Yok,1920 x 1080,Oyun,Graphite Black,Full HD (FHD),"15,6 inç",7. Nesil,IPS,Yok,144 Hz,7535HS,,4-6 Saat,4.5,70W,,
LENOVO,"Thinkbook 14 21kg004ntr I7-13700h 16gb 512gb Ssd O/b Intel Uhd 14"" Dos Gri Notebook",10,18,4.8,,512 GB,16 GB,,Intel Core i7,Dahili,6,,,DDR5,,Paylaşımlı,Free Dos,SD,USB - Bluetooth - HDMI,2 kg ve altı,Intel XE Graphics,,,,Lenovo Türkiye Garantili,Q Türkçe (Aydınlatmalı),2 Yıl,HDD Yok,1920 x 1200,Ofis - İş,Gri,WUXGA,14 inç,13. Nesil,,Yok,60 Hz,13700H,,,,,,
RAMTECH,"BFX20 PLUS İ7-10700F 32RAM 1TB-SSD RTX4060 24\""CURVED OYUNCU PC",3,37,5.0,"34.126,78 TL",1 TB,32 GB,Yok,Intel Core i7,Harici,8,32 GB,2.50 GHz - 3.00 GHz,DDR4,500 W ve üstü,8 GB,Free Dos,GDDR6,HDMI,4 kg ve üzeri,Nvidia GeForce RTX 4060,2.9,Yok,Var,Resmi Distribütör Garantili,Yok,2 Yıl,HDD Yok,1920 x 1080,,,Full HD (FHD),"24"" / 61 Ekran",,,,,,,,,,,
Zeiron,"Gt67 Intel Core i5 3470 16GB 512GB SSD Nvidia GT730 4GB 23.8"" Oyuncu Masaüstü Bilgisayar",122,542,4.5,10.486 TL,512 GB,16 GB,512 GB,Intel Core i5,Harici,4,16 GB,3.00 GHz üstü,DDR3,350 - 500 W,4 GB ve altı,Free Dos,DDR3,HDMI,4 kg ve üzeri,Nvidia GeForce GT 730,3.2,Yok,Var,Zeiron Türkiye Garantili,RGB,2 Yıl,HDD Yok,1920 x 1080,,,Full HD (FHD),"24"" / 61 Ekran",,VA,,75 Hz,,,,,,Tek Ebat,Evde Eğitim
ASUS,"Rog Strix G16 I7-13650HX 32GB Ddr5 1 TB Ssd 8gb RTX4060 16"" 165Hz Dos G614JV-N3158 Zi703",2,18,5.0,,1 TB,32 GB,,Intel Core i7,Harici,6,32 GB,,DDR5,,8 GB,Free Dos,GDDR6,HDMI,2 kg ve altı,Nvidia GeForce RTX 4060,2.6,,,Asus Türkiye Garantili,Q Türkçe,2 Yıl,HDD Yok,1920 x 1200,Oyun,SİYAH,WUXGA,16 inç,13. Nesil,IPS,Yok,165 Hz,13650HX,,4-6 Saat,4.9,,,
